English,ISL-Gloss
Give me a ring tomorrow., me ring tomorrow give
Let's go hiking this weekend., 's this weekend let go hike
All the students have gone home., all student home go home
Their house is far from the station., their house far from station
The airplane is ready., airplane ready
We're all on the same team., we same all same team
"So you give up, right?", you right so give up
Which of you came here first?, you here first come here which of
It gives me the creeps., it me creep give
I came home by bus., i home bus come home
Get a good night's sleep., good night 's night sleep get
You must never lose your temper., you your your temper lose no
Dinner is probably ready by now., dinner ready probably
You can't be too careful these days., you too careful too these day no
When should we do that?, we that do when
No expense was spared., no expense no spar
I think now is the time., i now time think now
I'm a married man now., i married married man now
"After taking a bath, Tom ate dinner.", tom bath dinner take ate
How much is it?, much it much how
He told me about it in private., he private me it tell
What're you saying?, you say what
I was stunned., i stun stun
Are you sure?, you sure
Tom isn't a lawyer yet., tom lawyer yet no
There's someone waiting for me outside., there someone wait me outside 's wait for
I did it out of curiosity., i it curiosity do
This is where the magic happens., this magic happens where
Let's keep looking., 's let keep look
This should be fun., this fun
I don't recall asking for your opinion., i your your opinion recall ask for no
I know that he can draw., i he know draw
We'll all be here for you., we here you
Where were you that whole time?, you whole that whole time where
The rice needs more salt., rice more more salt need
They've been at it for hours., they it hour
Negotiations are proceeding very slowly., negotiations very slowly proceed very
My house is near the station., my house station
I remember seeing you before., i you before remember see
Some abstract art is difficult to understand., some abstract art difficult understand some understand
I admire you for your courage., i your you your courage admire
I don't often tell jokes., i often joke tell no
Don't do something stupid., stupid something stupid do no
She called him on the phone., she him phone call
The whole class passed the test., whole class test pass
Why don't you rest a bit?, you bit rest why no
That's a joke., that joke
Tom pretended to be Canadian., tom canadian pretend
Is that a crime?, that crime
Tom was very shy., tom very shy very
Why do you study?, you study why
"You're done working, aren't you?", you you work do work no
They were victorious., they victorious
Mother decided otherwise., mother otherwise decide otherwise
He worked hard., he hard work hard
I'm a football player., i football player
The ground is covered with snow., ground snow cover with
I should get some rest., i some rest get
I can hear water dripping., i water drip hear
I know it's a lot of money., i it lot of money know
That's all I have for you., that i all have you have for
He was court-martialed for dereliction of duty., he court - martialed for court dereliction of duty martialed for
There's no one sitting here., there no one sit here 's sit here
Didn't Tom go to Mary's house?, tom mary 's mary house go to no
